timestamp,load
2024-01-01 00:00:00,968.7791114861678
2024-01-01 01:00:00,1052.9210026302146
2024-01-01 02:00:00,1064.3530986836226
2024-01-01 03:00:00,1112.3225188610147
2024-01-01 04:00:00,1140.0847931633273
2024-01-01 05:00:00,1129.7721925789328
2024-01-01 06:00:00,1157.9698942387045
2024-01-01 07:00:00,1139.0168947322663
2024-01-01 08:00:00,1121.3597221409461
2024-01-01 09:00:00,1088.0396211617347
2024-01-01 10:00:00,1089.5641862033006
2024-01-01 11:00:00,1057.7487395065527
2024-01-01 12:00:00,1028.9829126221205
2024-01-01 13:00:00,1006.5667326584506
2024-01-01 14:00:00,950.5120973034038
2024-01-01 15:00:00,948.6872359146605
2024-01-01 16:00:00,931.8920774627941
2024-01-01 17:00:00,952.6661812939094
2024-01-01 18:00:00,946.9618465497045
2024-01-01 19:00:00,937.9514400588066
2024-01-01 20:00:00,947.8789751612592
2024-01-01 21:00:00,963.6989065672045
2024-01-01 22:00:00,1002.9156301188933
2024-01-01 23:00:00,1036.2394102943263
2024-01-02 00:00:00,1045.2504272985755
2024-01-02 01:00:00,1098.3910540294733
2024-01-02 02:00:00,1131.4395283628207
2024-01-02 03:00:00,1167.0778048524928
2024-01-02 04:00:00,1199.8397962816857
2024-01-02 05:00:00,1150.1230545842918
2024-01-02 06:00:00,1185.7875226939914
2024-01-02 07:00:00,1207.78445226268
2024-01-02 08:00:00,1188.1762196948434
2024-01-02 09:00:00,1154.4456177645925
2024-01-02 10:00:00,1139.4376748191212
2024-01-02 11:00:00,1079.48262277753
2024-01-02 12:00:00,1067.8593808998962
2024-01-02 13:00:00,1055.2900875884966
2024-01-02 14:00:00,998.7382238667958
2024-01-02 15:00:00,976.8465436441877
2024-01-02 16:00:00,972.1041664109217
2024-01-02 17:00:00,950.2010013010407
2024-01-02 18:00:00,955.9102966714933
2024-01-02 19:00:00,966.7283031233543
2024-01-02 20:00:00,974.2036997231119
2024-01-02 21:00:00,972.3012144026951
2024-01-02 22:00:00,1019.8215965776798
2024-01-02 23:00:00,1050.64007617946
2024-01-03 00:00:00,1075.5825737487871
2024-01-03 01:00:00,1125.4252313223808
2024-01-03 02:00:00,1157.1387820579926
2024-01-03 03:00:00,1186.6703507358782
2024-01-03 04:00:00,1206.629446258945
2024-01-03 05:00:00,1211.6899512942
2024-01-03 06:00:00,1209.281984591262
2024-01-03 07:00:00,1192.8969277067085
2024-01-03 08:00:00,1164.2177382989225
2024-01-03 09:00:00,1131.563437370692
2024-01-03 10:00:00,1127.7865116604762
2024-01-03 11:00:00,1084.368286579021
2024-01-03 12:00:00,1056.3681338173935
2024-01-03 13:00:00,1043.4052343786168
2024-01-03 14:00:00,987.3275498469341
2024-01-03 15:00:00,947.5542318484653
2024-01-03 16:00:00,954.3389202514128
2024-01-03 17:00:00,908.1304803465674
2024-01-03 18:00:00,958.8610052327984
2024-01-03 19:00:00,930.7604618891976
2024-01-03 20:00:00,924.2801845399628
2024-01-03 21:00:00,946.3394640115661
2024-01-03 22:00:00,988.317696505052
2024-01-03 23:00:00,1006.3094289177559
2024-01-04 00:00:00,1022.4174633626108
2024-01-04 01:00:00,1086.6843437378088
2024-01-04 02:00:00,1094.0962036195913
2024-01-04 03:00:00,1101.675809650851
2024-01-04 04:00:00,1125.2587000759754
2024-01-04 05:00:00,1123.1121082077036
2024-01-04 06:00:00,1157.0161365374975
2024-01-04 07:00:00,1128.8031365887448
2024-01-04 08:00:00,1119.3543991261693
2024-01-04 09:00:00,1097.9876707083054
2024-01-04 10:00:00,1079.0124717691233
2024-01-04 11:00:00,1014.4344175191933
2024-01-04 12:00:00,999.5119271007416
2024-01-04 13:00:00,953.4548335797663
2024-01-04 14:00:00,948.8148489782174
2024-01-04 15:00:00,901.6311156247021
2024-01-04 16:00:00,906.1528112076086
2024-01-04 17:00:00,895.3995177579941
2024-01-04 18:00:00,865.6917016587946
2024-01-04 19:00:00,861.4759574275463
2024-01-04 20:00:00,862.0879267961503
2024-01-04 21:00:00,922.3254764981064
2024-01-04 22:00:00,925.5074795962252
2024-01-04 23:00:00,939.8132191397792
2024-01-05 00:00:00,952.9903549712137
2024-01-05 01:00:00,1007.8455145239598
2024-01-05 02:00:00,1017.2889426752216
2024-01-05 03:00:00,1056.1360240683473
2024-01-05 04:00:00,1062.5031093292375
2024-01-05 05:00:00,1071.7049094593863
2024-01-05 06:00:00,1070.772734481213
2024-01-05 07:00:00,1061.3858232500888
2024-01-05 08:00:00,1041.2182867341312
2024-01-05 09:00:00,1022.6545638202118
2024-01-05 10:00:00,997.7806041238862
2024-01-05 11:00:00,975.2230876202605
2024-01-05 12:00:00,944.0015159213273
2024-01-05 13:00:00,879.2245184515224
2024-01-05 14:00:00,871.5718948719573
2024-01-05 15:00:00,857.2373982598403
2024-01-05 16:00:00,808.3722940739204
2024-01-05 17:00:00,816.5080182178265
2024-01-05 18:00:00,803.7337558091325
2024-01-05 19:00:00,808.6602800764321
2024-01-05 20:00:00,811.9730925795266
2024-01-05 21:00:00,838.0674549810958
2024-01-05 22:00:00,871.6965999048792
2024-01-05 23:00:00,908.0435048167478
2024-01-06 00:00:00,926.2714600468963
2024-01-06 01:00:00,962.6823763916625
2024-01-06 02:00:00,993.0757082814837
2024-01-06 03:00:00,985.3650044311385
2024-01-06 04:00:00,1039.479445569068
2024-01-06 05:00:00,1017.1557721101786
2024-01-06 06:00:00,1039.4009408490895
2024-01-06 07:00:00,1043.0204707447606
2024-01-06 08:00:00,994.0566626764476
2024-01-06 09:00:00,1038.5149600419975
2024-01-06 10:00:00,996.8286545600505
2024-01-06 11:00:00,961.1904860227598
2024-01-06 12:00:00,905.574793613883
2024-01-06 13:00:00,891.3467373886124
2024-01-06 14:00:00,895.4363748780294
2024-01-06 15:00:00,839.4906910038167
2024-01-06 16:00:00,833.6515572768315
2024-01-06 17:00:00,786.1117113747014
2024-01-06 18:00:00,828.0768483254009
2024-01-06 19:00:00,800.745955492293
2024-01-06 20:00:00,812.7655799497394
2024-01-06 21:00:00,863.3978927768012
2024-01-06 22:00:00,883.5138458267904
2024-01-06 23:00:00,892.4005857488227
2024-01-07 00:00:00,942.6592255030947
2024-01-07 01:00:00,969.5460499217968
2024-01-07 02:00:00,1032.8689387404927
2024-01-07 03:00:00,1046.6672678997686
2024-01-07 04:00:00,1075.9155998911133
2024-01-07 05:00:00,1066.7574976563453
2024-01-07 06:00:00,1080.397733793072
2024-01-07 07:00:00,1047.1728956610973
2024-01-07 08:00:00,1067.8688538332697
2024-01-07 09:00:00,1067.188318377744
2024-01-07 10:00:00,1035.8206122942233
2024-01-07 11:00:00,986.9481968915105
2024-01-07 12:00:00,959.7081560473762
2024-01-07 13:00:00,949.3379898568822
2024-01-07 14:00:00,927.7429381150152
2024-01-07 15:00:00,909.4444282740052
2024-01-07 16:00:00,861.7632019319113
2024-01-07 17:00:00,889.0315225866905
2024-01-07 18:00:00,846.5466529566567
2024-01-07 19:00:00,869.7038704271924
2024-01-07 20:00:00,875.7027925481505
2024-01-07 21:00:00,916.9904892283898
2024-01-07 22:00:00,911.887057499425
2024-01-07 23:00:00,957.1973866947109
2024-01-08 00:00:00,997.7087078101279
2024-01-08 01:00:00,1056.0653066468494
2024-01-08 02:00:00,1040.099626234196
2024-01-08 03:00:00,1080.1127176532539
2024-01-08 04:00:00,1104.6419219271859
2024-01-08 05:00:00,1154.001060635912
2024-01-08 06:00:00,1135.2333971930223
2024-01-08 07:00:00,1135.4604705632769
2024-01-08 08:00:00,1136.886472298418
2024-01-08 09:00:00,1098.6890998229035
2024-01-08 10:00:00,1070.5417696911743
2024-01-08 11:00:00,1062.0294438825542
2024-01-08 12:00:00,1044.4490057672951
2024-01-08 13:00:00,1001.097136498248
2024-01-08 14:00:00,969.9579965184126
2024-01-08 15:00:00,968.5399081972344
2024-01-08 16:00:00,930.5288151686728
2024-01-08 17:00:00,904.8322570161706
2024-01-08 18:00:00,922.8814703272678
2024-01-08 19:00:00,949.775686235873
2024-01-08 20:00:00,968.8741911384309
2024-01-08 21:00:00,970.1647371286283
2024-01-08 22:00:00,1010.3432733600944
2024-01-08 23:00:00,1047.5122915998766
2024-01-09 00:00:00,1076.2764376958146
2024-01-09 01:00:00,1084.398618127253
2024-01-09 02:00:00,1129.620118601131
2024-01-09 03:00:00,1190.9241789004775
2024-01-09 04:00:00,1179.5800492653923
2024-01-09 05:00:00,1183.0405866879119
2024-01-09 06:00:00,1187.7398243521152
2024-01-09 07:00:00,1204.76127436094
2024-01-09 08:00:00,1165.7994110820125
2024-01-09 09:00:00,1159.4963486953159
2024-01-09 10:00:00,1136.0928979036587
2024-01-09 11:00:00,1116.5560171733407
2024-01-09 12:00:00,1071.8465973636114
2024-01-09 13:00:00,1071.2730727888995
2024-01-09 14:00:00,1025.2712582495262
2024-01-09 15:00:00,1000.038953040849
2024-01-09 16:00:00,993.8801388515492
2024-01-09 17:00:00,996.2683624524249
2024-01-09 18:00:00,975.9354464361621
2024-01-09 19:00:00,963.5231745970759
2024-01-09 20:00:00,978.5653601066442
2024-01-09 21:00:00,992.0680741439497
2024-01-09 22:00:00,1036.473789252877
2024-01-09 23:00:00,1033.8320462181082
2024-01-10 00:00:00,1077.4392480487882
2024-01-10 01:00:00,1090.2680707401528
2024-01-10 02:00:00,1146.0497326633254
2024-01-10 03:00:00,1164.5451078383473
2024-01-10 04:00:00,1184.95622082726
2024-01-10 05:00:00,1189.3295559833005
2024-01-10 06:00:00,1215.0893767562757
2024-01-10 07:00:00,1198.2687888976943
2024-01-10 08:00:00,1209.2722873893795
2024-01-10 09:00:00,1172.7613846897664
2024-01-10 10:00:00,1125.3731255013658
2024-01-10 11:00:00,1103.4404571968103
2024-01-10 12:00:00,1079.8369603878261
2024-01-10 13:00:00,1030.8132151051639
2024-01-10 14:00:00,1017.4029462189625
2024-01-10 15:00:00,983.0109465130708
2024-01-10 16:00:00,977.5383734941236
2024-01-10 17:00:00,932.8763398573469
2024-01-10 18:00:00,948.5163279950625
2024-01-10 19:00:00,933.1844839173339
2024-01-10 20:00:00,941.4764682646216
2024-01-10 21:00:00,963.691788141116
2024-01-10 22:00:00,984.4817364465371
2024-01-10 23:00:00,995.9879647490155
2024-01-11 00:00:00,1024.467213610465
2024-01-11 01:00:00,1091.2867213391114
2024-01-11 02:00:00,1110.3689772539424
2024-01-11 03:00:00,1111.362889387844
2024-01-11 04:00:00,1104.7978892576016
2024-01-11 05:00:00,1132.3849532563058
2024-01-11 06:00:00,1136.0384934063015
2024-01-11 07:00:00,1149.521286994521
2024-01-11 08:00:00,1120.286657203826
2024-01-11 09:00:00,1091.2986818831305
2024-01-11 10:00:00,1094.0777136194338
2024-01-11 11:00:00,1036.5206675820943
2024-01-11 12:00:00,978.4896401125628
2024-01-11 13:00:00,975.2169925430226
2024-01-11 14:00:00,928.1707750896113
2024-01-11 15:00:00,912.2629256056737
2024-01-11 16:00:00,846.6432955933976
2024-01-11 17:00:00,859.7012967270741
2024-01-11 18:00:00,862.3359589267118
2024-01-11 19:00:00,877.0809964752484
2024-01-11 20:00:00,866.0645060360588
2024-01-11 21:00:00,886.5591963209163
2024-01-11 22:00:00,920.3490562637073
2024-01-11 23:00:00,954.1005874506039
2024-01-12 00:00:00,965.7520539927943
2024-01-12 01:00:00,1008.093004025066
2024-01-12 02:00:00,1010.5141818985468
2024-01-12 03:00:00,1049.9298740049478
2024-01-12 04:00:00,1049.7562775396027
2024-01-12 05:00:00,1055.7190203212654
2024-01-12 06:00:00,1051.4120178680412
2024-01-12 07:00:00,1049.5413703368838
2024-01-12 08:00:00,1060.7823803939675
2024-01-12 09:00:00,1026.6228933409654
2024-01-12 10:00:00,1006.9691413408642
2024-01-12 11:00:00,992.5379858932909
2024-01-12 12:00:00,949.2967453160551
2024-01-12 13:00:00,901.1869254671022
2024-01-12 14:00:00,898.0478781899619
2024-01-12 15:00:00,843.6446339760697
2024-01-12 16:00:00,857.202711248473
2024-01-12 17:00:00,813.3455715276843
2024-01-12 18:00:00,798.0864502026036
2024-01-12 19:00:00,804.2778806527159
2024-01-12 20:00:00,813.830873342534
2024-01-12 21:00:00,845.5774191793897
2024-01-12 22:00:00,860.8558919311863
2024-01-12 23:00:00,881.0912153073067
2024-01-13 00:00:00,942.9642671262965
2024-01-13 01:00:00,930.1680170976122
2024-01-13 02:00:00,969.4384820942996
2024-01-13 03:00:00,1021.2651809683324
2024-01-13 04:00:00,1040.977096893042
2024-01-13 05:00:00,1056.304045819128
2024-01-13 06:00:00,1066.3865752306197
2024-01-13 07:00:00,1018.021534938969
2024-01-13 08:00:00,1036.5180410091018
2024-01-13 09:00:00,1022.0632024077431
2024-01-13 10:00:00,987.1347852918711
2024-01-13 11:00:00,964.1883024303329
2024-01-13 12:00:00,930.271086982684
2024-01-13 13:00:00,892.7699365117669
2024-01-13 14:00:00,862.9027597471816
2024-01-13 15:00:00,846.5759848476614
2024-01-13 16:00:00,799.4810795293388
2024-01-13 17:00:00,811.5839524129718
2024-01-13 18:00:00,821.321484351989
2024-01-13 19:00:00,830.5288857963521
2024-01-13 20:00:00,810.4692495520981
2024-01-13 21:00:00,860.4796422464885
2024-01-13 22:00:00,888.1459417261642
2024-01-13 23:00:00,918.5690430148561
2024-01-14 00:00:00,951.0794069004678
2024-01-14 01:00:00,995.098421578208
2024-01-14 02:00:00,1000.6891008156031
2024-01-14 03:00:00,1044.1718085752066
2024-01-14 04:00:00,1073.6346862170647
2024-01-14 05:00:00,1076.028595943757
2024-01-14 06:00:00,1087.0386395538812
2024-01-14 07:00:00,1052.985187053669
2024-01-14 08:00:00,1053.7464694065054
2024-01-14 09:00:00,1055.519032284277
2024-01-14 10:00:00,1020.5447368535947
2024-01-14 11:00:00,976.4061425457056
2024-01-14 12:00:00,981.9458134433498
2024-01-14 13:00:00,938.6240832507725
2024-01-14 14:00:00,913.8775483311127
2024-01-14 15:00:00,890.9458974930259
2024-01-14 16:00:00,858.2980436712996
2024-01-14 17:00:00,881.5513477016999
2024-01-14 18:00:00,854.0074799761768
2024-01-14 19:00:00,893.2674346697926
2024-01-14 20:00:00,893.2164187440029
2024-01-14 21:00:00,905.3179031386045
2024-01-14 22:00:00,967.9341539495176
2024-01-14 23:00:00,960.6858621697975
2024-01-15 00:00:00,1016.0428416177893
2024-01-15 01:00:00,1047.319278661089
2024-01-15 02:00:00,1067.544433714172
2024-01-15 03:00:00,1112.65253232838
2024-01-15 04:00:00,1109.6664191546051
2024-01-15 05:00:00,1148.866129677247
2024-01-15 06:00:00,1154.2386443731136
2024-01-15 07:00:00,1158.740072378651
2024-01-15 08:00:00,1138.4461589281063
2024-01-15 09:00:00,1111.1240827269075
2024-01-15 10:00:00,1112.1761721651483
2024-01-15 11:00:00,1062.44042466137
2024-01-15 12:00:00,1031.5506545186179
2024-01-15 13:00:00,987.402617889493
2024-01-15 14:00:00,984.4218673104758
